health_category,risk_label,silver_label,silver_score,agree,n_rules
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,2.0,False,1
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,1.0,False,1
diabetes,1,0,0.0,False,0
diabetes,1,0,2.0,False,1
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,2.0,False,1
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,0.0,False,0
diabetes,1,0,3.0,False,2
diabetes,1,0,0.0,False,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,1,6.0,False,3
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,1.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,1.0,True,1
diet,0,0,2.0,True,1
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
diet,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,2.0,True,1
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
fitness,0,0,0.0,True,0
mental_health,1,1,4.5,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,1,4.5,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,1,4.5,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,3.0,False,2
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,3.0,False,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.5,False,1
mental_health,1,1,8.5,True,4
mental_health,1,0,2.5,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,1,4.5,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,1,4.5,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,2.5,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,1.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,1,4.5,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,1,4.0,True,2
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
mental_health,1,0,2.0,False,1
mental_health,1,0,0.0,False,0
mental_health,1,0,0.0,False,0
sleep,0,0,1.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.5,True,1
sleep,0,0,3.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,1,6.0,False,3
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,1.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,1.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.5,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,3.0,True,1
sleep,0,1,5.5,False,2
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.5,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,1.0,True,1
sleep,0,0,0.0,True,0
sleep,0,1,4.5,False,2
sleep,0,0,1.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,1,4.5,False,2
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,1.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.5,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,3.0,True,2
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,0.0,True,0
sleep,0,0,2.0,True,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,2
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,2
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,2.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,2
substance_use,1,1,6.0,True,3
substance_use,1,0,2.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,0.0,False,0
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,0.0,False,0
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,1,6.0,True,3
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,1,6.0,True,3
substance_use,1,1,7.0,True,4
substance_use,1,1,6.0,True,3
substance_use,1,0,0.0,False,0
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,4.0,True,2
substance_use,1,1,6.0,True,3
substance_use,1,0,0.0,False,0
substance_use,1,0,3.0,False,1
substance_use,1,1,7.0,True,4
substance_use,1,0,0.0,False,0
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,0,2.0,False,1
substance_use,1,1,8.5,True,4
substance_use,1,0,2.0,False,1
substance_use,1,0,0.0,False,0
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,6.0,True,3
substance_use,1,1,6.0,True,3
substance_use,1,0,3.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,1,7.0,True,4
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,4.0,True,2
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,1,8.5,True,4
substance_use,1,0,2.0,False,1
substance_use,1,0,2.0,False,1
